"authority_score","betweenness","closeness","cohens_f","cohens_f_category","community","degree","df_between","df_within","effect_size_category","effect_size_ratio","eigenvector","eta_squared","expression_range","f_statistic","functional_category","functional_diversity","functional_significance","functional_specificity_ratio","functional_structural_importance","global_mean","hpa_cancer_confidence","hpa_cancer_expressed","hpa_cancer_high","hpa_cancer_low","hpa_cancer_medium","hpa_cancer_not_detected","hpa_cancer_type","hpa_data_quality","hpa_expression_pattern","hpa_filter_cancer_quality","hpa_filter_has_data","hpa_filter_normal_quality","hpa_high_confidence","hpa_normal_cell_type","hpa_normal_expressed","hpa_normal_level","hpa_normal_reliability","hpa_normal_reliable","hpa_normal_tissue","hpa_passes_filter","hpa_potential_suppressor","hpa_therapeutic_target","hub_score","IHC tissue name","is_seed","is_well_expressed","Matching.Attribute","mean_expr_BaSq","mean_expr_GU","mean_expr_UroA","mean_expr_UroB","mean_expr_UroC","min_p_adjust","n_pathways","name","omega_squared","overall_sd","p_adjusted_bh","p_adjusted_bonf","p_value","partial_eta_squared","pathway","pathway_role","pathway_sharing","pathways_list","rank_BaSq","rank_GU","rank_UroA","rank_UroB","rank_UroC","sc_cancer_cells_expressing","sc_cancer_classification","sc_cancer_detection_rate","sc_cancer_max_expression","sc_cancer_mean_expression","sc_cancer_total_urothelial_cells","sc_norm_cells_expressing","sc_norm_classification","sc_norm_detection_rate","sc_norm_max_expression","sc_norm_mean_expression","sc_norm_total_urothelial_cells","selected","shared name","sig_and_large_effect","sig_and_meaningful","significant_01","significant_05"
"0.639234840613484","292.429568015676","0.00543478260869565","0.395718149429638","Large","3","156","4","477","Medium","0.874098945652574","0.639234840613485","0.135391510742222","0.924134353195672","18.6736978142211","Other","56","15.2820949038883","0.68614789400679","3.74469873072345","0.0115776492478046","High","TRUE","6","0","4","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","High","Supported","High","Urinary bladder","true","false","false","0.639234840613484","Urinary bladder","true","true","UBB","-0.354667333681825","-0.589131326467065","0.299362814945013","0.335003026728607","-0.155294039098443","5.22282045220838E-16","3","UBB","0.127909277190974","1.05724226964459","6.2983095247335E-14","8.18780238215355E-12","2.84298693824776E-14","0.135391510742222","FGFR3","Peripheral","Shared_all_3","EGFR,FGFR3,ERBB2","4","5","2","1","3","979","Urothelial","0.990890688259109","3.30591688078295","1.99331807016104","988","7872","Urothelial","0.37362950306137","3.95469895276345","0.730894975346601","21069","false","UBB","true","true","true","true"
"0.647025739592377","385.265246607388","0.00561797752808989","0.307564307776741","Large","3","168","4","477","Medium","0.672201345535764","0.647025739592379","0.0864207620043708","0.681646233504668","11.2805495576187","Translation","1","37.5676560287686","1.68674309569642","7.73923025498438","0.0617957267405278","High","TRUE","6","0","4","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","High","Supported","High","Urinary bladder","true","false","false","0.647025739592378","Urinary bladder","true","true","UBA52","-0.234832628041302","-0.304768521763995","0.344963859439509","-0.149685973781547","0.376877711740673","2.70610080972589E-38","3","UBA52","0.0786091631545663","1.01405068292652","1.52782959406573E-8","2.70425838149634E-6","9.38978604686229E-9","0.0864207620043708","FGFR3","Functional_Hub","Shared_all_3","EGFR,FGFR3,ERBB2","4","5","2","3","1","987","Urothelial","0.998987854251012","3.59818496580177","2.74197964491612","988","9000","Urothelial","0.427167876975651","4.08933553201058","1.2215626299167","21069","false","UBA52","true","true","true","true"
"0.677920451528221","395.113585020561","0.00568181818181818","0.428177887713758","Very Large","3","172","4","477","Large","1.008232237807","0.677920451528223","0.154931698605518","1.01772263255799","21.8628541955966","Translation","1","37.5676560287686","1.68674309569642","7.97447993888454","0.0483309430745854","High","TRUE","6","0","4","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","High","Supported","High","Urinary bladder","true","false","false","0.677920451528222","Urinary bladder","true","true","RPS27A","-0.0735919328210025","-0.628210512895262","0.389512119662728","0.061314864956266","0.0526678601212709","2.70610080972589E-38","3","RPS27A","0.147583707999626","1.00941290547467","3.39182291527021E-16","4.00235104001884E-14","1.38970522222877E-16","0.154931698605518","FGFR3","Functional_Hub","Shared_all_3","EGFR,FGFR3,ERBB2","4","5","1","2","3","988","Urothelial","1.0","4.37507781829973","3.10579828021253","988","9024","Urothelial","0.428306991314253","4.9768330577655","1.70192406456616","21069","false","RPS27A","true","true","true","true"
"0.673910769874931","278.891915576128","0.00546448087431694","0.313853779107999","Large","3","158","4","477","Medium","0.951463280418536","0.673910769874932","0.0896712048430795","0.944565005823064","11.7466252132494","Unannotated","0","0.0","0.0","1.92903661744155","-0.0131835545275476","High","TRUE","6","0","4","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","High","Supported","High","Urinary bladder","true","false","false","0.673910769874931","Urinary bladder","true","true","UBC","0.702787796847961","0.0665544343808095","-0.241777208975103","0.0315323677220565","-0.062649881902295",,"3","UBC","0.0818811546261726","0.992749825729021","6.92028613826937E-9","1.1972095019206E-6","4.15697743722431E-9","0.0896712048430795","FGFR3","Functional_Hub","Shared_all_3","EGFR,FGFR3,ERBB2","1","2","5","3","4","985","Urothelial","0.996963562753036","4.22164031914977","2.63634115532908","988","7740","Urothelial","0.36736437419906","4.44371121964905","0.739869291542575","21069","false","UBC","true","true","true","true"
"0.793112680951745","26.6321421427313","0.00505050505050505","0.195521738239597","Medium","2","130","4","477","Small","0.590363653593002","0.793112680951745","0.0368211245543519","0.60260233209573","4.55877845231484","Translation","291","37.5676560287686","1.68674309569642","2.08227469925022","0.0366544434010776","High","TRUE","2","0","8","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","High","Supported","High","Urinary bladder","true","false","false","0.793112680951745","Urinary bladder","false","true","MTOR","-0.408567938806614","0.0253578636676443","0.194034393289116","-0.0251895047165652","-0.190006385921314","2.70610080972589E-38","3","MTOR","0.0286862283887694","1.02073074524192","0.00156568520154184","0.36637033716079","0.00127211922625274","0.0368211245543519","FGFR3","Core_Process","Shared_all_3","EGFR,FGFR3,ERBB2","5","2","1","3","4","38","Non-urothelial","0.0384615384615385","1.41458527967952","0.0251904186511689","988","209","Non-urothelial","0.00991978736532346","1.57589996707595","0.00839044427468158","21069","false","MTOR","false","true","true","true"
"0.964158704269001","61.5580721480797","0.00555555555555556","0.47724374039763","Very Large","2","166","4","477","Large","1.34385996621177","0.964158704269001","0.185509621755111","1.23652717583008","27.1605693390349","MAPK_Signaling","364","22.2723046115436","1.0","1.80972475159024","0.173496081485379","High","TRUE","1","2","5","2","urothelial cancer","High","Constitutive","true","true","true","false","urothelial cells","TRUE","Medium","Approved","Medium","Urinary bladder","true","false","false","0.964158704269001","Urinary bladder","false","true","SRC","-0.767133530109263","0.0155989444581564","0.469393645720815","0.147956537843772","0.454332951815782","5.34189550622665E-23","3","SRC","0.178374933746231","0.920130971172349","7.19338959097047E-20","7.26532348688018E-18","2.52268176627784E-20","0.185509621755111","FGFR3","Functional_Hub","Shared_all_3","EGFR,FGFR3,ERBB2","5","4","1","3","2","233","Urothelial","0.23582995951417","1.73832229715891","0.17256118911282","988","894","Non-urothelial","0.0424320091129147","1.82088505852694","0.0394302005907306","21069","false","SRC","true","true","true","true"
"0.653271922582195","14.2774759523781","0.004739336492891","0.262348780141072","Large","2","104","4","477","Medium","0.763808772655946","0.653271922582195","0.0643947898131903","0.690499965729759","8.20760573114988","MAPK_Signaling","145","22.2723046115436","1.0","-0.476344178938397","0.198458408113387","Medium","TRUE","0","4","5","3","urothelial cancer","High","Constitutive","true","true","true","false","urothelial cells","TRUE","Medium","Approved","Medium","Urinary bladder","true","false","false","0.653271922582196","Urinary bladder","false","true","CDC42","-0.309518668422077","0.168759437704403","0.380981297307683","0.173095912662057","-0.162995729501472","5.34189550622665E-23","3","CDC42","0.0564383435887392","0.904022041182803","3.0342707110597E-6","6.00785600789821E-4","2.08606111385355E-6","0.0643947898131903","FGFR3","Core_Process","Shared_all_3","EGFR,FGFR3,ERBB2","5","3","1","2","4","958","Urothelial","0.969635627530364","3.10150671627104","1.69603251658224","988","6956","Urothelial","0.330153305804737","3.42428572428334","0.549407374823288","21069","false","CDC42","true","true","true","true"
"1.0","89.9350193116092","0.00581395348837209","0.343963878160634","Large","2","180","4","477","Medium","1.05724904361715","1.0","0.105794482630698","1.04754943538146","14.108604575407","MAPK_Signaling","179","22.2723046115436","1.0","2.55444832975141","0.0719981286160271","High","TRUE","4","0","7","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","Medium","Enhanced","High","Urinary bladder","true","false","false","1.0","Urinary bladder","false","true","EGFR","0.937293941986474","-0.110255493394989","-0.0210889908310679","-0.0368286382381561","-0.0293286878133592","5.34189550622665E-23","3","EGFR","0.0981119787686176","0.990825616448415","1.26737711036529E-10","1.97710829216985E-8","6.86495934781198E-11","0.105794482630698","FGFR3","Functional_Hub","Shared_all_3","EGFR,FGFR3,ERBB2","1","5","2","4","3","229","Urothelial","0.231781376518219","1.73647021481081","0.171732343308569","988","1404","Non-urothelial","0.0666381888082016","2.38481670629391","0.0710164981916199","21069","false","EGFR","true","true","true","true"
"0.648409340442388","13.1147783154486","0.004739336492891","0.520678579532654","Very Large","2","104","4","477","Large","1.23094487701114","0.648409340442389","0.213283663293193","1.1099906181584","32.3294123447089","Transferase_Regulation","126","19.6461267059648","0.882087734009456","-0.782625473124741","0.146615990139286","High","TRUE","1","1","6","3","urothelial cancer","High","Constitutive","true","true","true","false","urothelial cells","TRUE","Medium","Approved","Medium","Urinary bladder","true","false","false","0.648409340442389","Urinary bladder","false","true","PTK2","-0.571212385214332","-0.26010588852357","0.538778232944073","0.0479109943904051","0.258762152724426","2.25877667312578E-20","3","PTK2","0.206346134526159","0.901738687806702","2.4123695418916E-23","2.12288519686461E-21","7.37112915577988E-24","0.213283663293193","FGFR3","Peripheral","Shared_all_3","EGFR,FGFR3,ERBB2","5","4","1","3","2","365","Urothelial","0.369433198380567","1.97764147645749","0.288074924996616","988","1796","Non-urothelial","0.0852437230053633","2.15723658318163","0.0885775704550521","21069","false","PTK2","true","true","true","true"
"0.968408535423962","78.2253598738296","0.00564971751412429","0.525539935393182","Very Large","2","172","4","477","Large","1.08329688366964","0.968408535423962","0.216418983414442","1.02968483976577","32.9359226753986","MAPK_Signaling","378","22.2723046115436","1.0","2.1870607431069","0.0467291556119386","High","TRUE","7","0","4","0","urothelial cancer","High","Constitutive","true","true","true","true","urothelial cells","TRUE","High","Supported","High","Urinary bladder","true","false","false","0.968408535423963","Urinary bladder","false","true","CTNNB1","-0.37946736944354","-0.542104064757568","0.487580775008205","-0.140147634328461","0.0318754499051705","5.34189550622665E-23","3","CTNNB1","0.209503915579032","0.950510294350468","9.66101715591499E-24","8.30847475408689E-22","2.88488706739128E-24","0.216418983414442","FGFR3","Functional_Hub","Shared_all_3","EGFR,FGFR3,ERBB2","4","5","1","3","2","362","Urothelial","0.366396761133603","2.1952714083655","0.326853417357779","988","3648","Urothelial","0.173145379467464","3.46036262938925","0.22669434729029","21069","false","CTNNB1","true","true","true","true"
